Category,Question,Solution,Interviewer,Company
DSA,"Suppose a 2d array which represents an image and each value of array 0(white) to 255(black) represents a pixel of the image. if the value of any pixel of image is 0 or 255, the image is said to be burn-out. write a function t takes t array by reference and x% change in the value of pixel.
-if the x% is negative n decrease the value of each pixel by t x%
-if the x% is positive n increase the value of each pixel by t x%.
- make sure t pixel value resides between 0 and 255.
-function will return true if the image is burn-out.",,,Technosoft
DSA,"Return a dictionary of words t would be in t string there can be multiple answers, give one",,,Technosoft
DSA,"And dictionary of words: [""the"",""quick"",""fox""]",,,Technosoft
DSA,"Discussion about a problem and it's solution the problem was you are given a dictionary of words and a string without spaces like ""thequickfox""",,,Technosoft
DSA,Real life example of stack,,,Technosoft
DSA,Stack vs heap,,,Technosoft
DSA,Hashtable,,,Technosoft
DSA,Array vs linklist,,,Technosoft
DSA,Stack vs queue,,,Technosoft
DSA,And he was saying t k second technical interview will be more about problem solving and data structures,,,Technosoft
DSA,And search,,,Technosoft
DSA,Without using divide,,,Tintash
DSA,"Given a string, return a dictionary containing number of instances of each word",,,Tintash
DSA,Validate whether two binary trees are mirror of each other,,,Tintash
DSA,Check and remove cycle in link list,,,Tintash
DSA,Why there is stackoverflow exception,,,Tintash
DSA,Which sorting algorithm costs less if array is partially sorted?,,,Tintash
DSA,Time complexity of bfs,,,Tintash
DSA,What are different sorting algo,,,Tintash
DSA,"Explain merge sort, what is its time complexity, adn why is its time complexity nlogn",,,Tintash
DSA,Implement queue using stacks,,,Tintash
DSA,"Trees, different types of trees",,,Tintash
DSA,Searching an element in bst,,,Tintash
DSA,What are graphs,,,Tintash
DSA,Difference bw tree and graph,,,Tintash
DSA,Traversing graphs using bfs and dfs,,,Tintash
DSA,Array vs linked list,,,Tintash
DSA,"Given a array of strings find longest common prefix ([""flower"",""flow"",""flight""] => ""fl"")",,,Tintash
DSA,Find kth maximum element from array. what is the time complexity of the algorithm you presented?,,,Tintash
DSA,Given productivity on scale 1-100 of persons form a team such t the difference between the sum of collective productivity of teams has minimum difference. read input from file and take team size from user.,,,Tintash
DSA,"Read csv file with student details, sort it by any column t user specifies, and return ids",,,Tintash
DSA,Which sorting algorithm performs minimum number of swaps?,,,Tintash
DSA,Find if two binary trees are mirror of each other,,,Tintash
DSA,Array vs heap,,,Tintash
DSA,Write insert function for bst,,,Tintash
DSA,Find the average of an array excluding the max and min of the array.,,,VentureDive
DSA,Find longest continuous subconsequence in an array of numbers,,,Viteace
DSA,Array say maximum find,,,Viteace
DSA,Array say maximum find,,,Viteace
DSA,Diff b/w stack and heap,,,Xavor
DSA,Diff b/w arraylist and array,,,Xavor
DSA,When memory allocated on stack and heap,,,Xavor
DSA,Diff btw arrays and linkedlist,,,folio3
DSA,Given 2 arrays find duplicate elements in them,,,folio3
DSA,Arrays are not sorted.,,,goSaas
DSA,"In all cases. o(n2) , nlgn and o(n)",,,goSaas
DSA,Maximum sub array problem to find maximum sum.,,,goSaas
DSA,Two arrays a and b. a is subset of b. there's only one element t is not in a but in b. find t element.,,,goSaas
DSA,Binary trees,,,i2c
DSA,Hashmap,,,i2c
DSA,"Arraylist and hashmap,treemap",,,i2c
DSA,Implementation of array list by using arrays,,,i2c
DSA,What is hashmap,,,i2c
DSA,Binary tree,,,i2c
DSA,Time complexities and implementations,,,i2c
DSA,Find 2nd highest value from array,,alishan rao,i2c
DSA,Reverse a string which data structure used write pseudocode,,Qasim raza,i2c
DSA,Convert above problem into recursive,,Qasim raza,i2c
DSA,Which algo is used to sort a linear unsorted array,Selection sort,Atteq ur Rehman,i2c
DSA,Code to find second highest in array,,,i2c
DSA,Stack vs heap,,,i2c
DSA,"What is array,list, binary tree,stack",,hussain raza,i2c
DSA,Linked list vs array,,,i2c
DSA,Code to find a cycle in linked list,,,i2c
DSA,Stack vs heap,,,i2c
DSA,"Given an integer array (unsorted, not unique) find out the pairs which would make 14 if added together and once they are used they can not be used again array=[1, 2, 7, 7, 13, 13]
now, 1 plus 13 would make 14 s is one pair
we can not use the first 1 again for the last 13 and we can not use the 13 earlier we used
(i wrote the code with time complexity o(n^2)
 me to optimize it)",,Aamir Saleem,i2c
DSA,Write a function to remove duplicates and return array and its complexity,,majid aziz,i2c
DSA,"An input array is given, you have to output an array containing the number(s) which has occured maximum times in the array",,,i2c
DSA,In what situations link list and array and trees are used,,,i2c
DSA,Occurrence of a char in a string can be found by which data structure optimally,,,i2c
DSA,Find middle element from single linked list by traversing only once,,,i2c
Database,Simple pf ka aik program ata or 4 sql ki join ki queries or written questions hotay 8 or 9(jo k sqa k topics ki basic definitions hoti) baki  mcqs hotay basic sqa concepts k. t's it..,,,7 Vals
Database,What is indexing in database,,,7 Vals
Database,Benefits of indexing,,,7 Vals
Database,Searching algorithm used in indexing,,,7 Vals
Database,Any disadvantage of indexing,,,7 Vals
Database,"Difference between join and subquery, which is fast",,,7 Vals
Database,Write a query to display all doctors with 5 or more appointments,,,7 Vals
Database,Left outer join,,,7 Vals
Database,Indexes,,,7 Vals
Database,Stored procedures,,,7 Vals
Database,Database:,,,7 Vals
Database,Why can't access linkedlist 5th index while can do it in array,,,Arbisoft
Database,Normalization. when denormalization is required? when normalization is enough?,,,Arbisoft
Database,Indexing in db,,,Arbisoft
Database,Normalization and types,,,Arrivy
Database,Indexing and its types,,,Blackstack
Database,Sql injection,,,Blackstack
Database,Nosql,,,Blackstack
Database,Sql vs nosql,,,Blackstack
Database,Er diagram database,,,BrainX
Database,"Normalization, nosql, transactions, roll back, stored procedures, left join, self join, non-equi join, left outer join",,,BrainX
Database,Sql/nosql difference,,,BrainX
Database,Normalization,,,BrainX
Database,"There is array and sum value you have to return index of values which have equal to
sum. and how will you reduce to o(n)?",,,BrainX
Database,"Join the meeting room with your correct name, otherwise we won’t know who",,,CQTechnologies
Database,What is indexing?,,,Celestial Technology
Database,What should we use indexing and when we dont?,,,Celestial Technology
Database,Basic select / where query,,,Cinnova
Database,"What is a database?(organized collection of data or information t can be accessed, updated, and managed)",,,Cinnova
Database,Which type of data can be stored in the database? (all of the above),,,Cinnova
Database,Which command is used to remove a relation from an sql? (drop table),,,Cinnova
Database,For designing a normal rdbms which of the following normal form is considered adequate? (3nf),,,Cinnova
Database,What is normalization? and why do it?,,,Cinnova
Database,"Database indexing. python mixins, python decorators. one-to-one, one-to-many, many-to-many",,,Codefulcrum
Database,All types of joins explain krein with sql queries as an example,,,Codefulcrum
Database,Sql queries questions,,,Codefulcrum
Database,Self join ki query,,,Copy of Qbatch
Database,Array ka size 10 hai 11th index pr value kese insert hogi,,,Copy of Qbatch
Database,Indexing or uski types detail m,,,Copy of Qbatch
Database,Join ki types. normalization,,,Copy of Qbatch
Database,Unique vs primary key,,,Copy of Qbatch
Database,Foreign key duplicate ho skti ya ni,,,Copy of Qbatch
Database,"Indexing,where we apply it on row or column and on which bases.",,,Devsinc
Database,Normalization,,,Devsinc
Database,Right outer join using left outer join.,,,Devsinc
Database,Join query on 3 tables,,,Devsinc
Database,Join vs subquery,,,Devsinc
Database,Why indexing? make an index? which column do you prefer for indexing?,,,Devsinc
Database,Indexs and its drawbacks,,,Devsinc
Database,What is transaction,,,Devsinc
Database,Draw association(erd) between entities of given scenario,,,Devsinc
Database,Can we replace right join with left join,,,Devsinc
Database,Find max sum in array and print its index,,,Devsinc
Database,"You receive a sorted array. i.e: 1,3,5,6,7,9 and a target = 8 you need to return the indexes of the number which sum up to target number in o(n) time and o(1) space.",,,Devsinc
Database,You have to transfer data from 2 databases a and b to a fixed size array. you have to figure out which data comes from which database,,,Devsinc
Database,"I have a sorted array. i have an element k which i want to search in it. apply bst and search t element and print the index at which t element is placed. 

here main twist was printing index and not bst.",,,Devsinc
Database,Write query to return 2nd last record of table,,,Devsinc
Database,Cluster or non cluster index,,,Devsinc
Database,Define indexing? table has million of record with index? does indexing helpful in t,,,Devsinc
Database,"I have a sorted array. i have an element k which i want to search in it. apply bst and search t element and print the index at which t element is placed. 

here main twist was printing index and not bst.",,,Devsinc
Database,Transaction,,,Devsinc
Database,"Difference between sql and no-sql databases, when to use sql, when to use no-sql, advantages and disadvantages?",,Maria Rafique,EMPG
Database,Write a program to find the two numbers in an array which adds upto the given target and return their indexes,,,EMPG
Database,Erd(fixtures and teams) n write queries on t erd,,,EMPG
Database,Clustered and unclustered indexing,,,EMPG
Database,Scenerios (if s happens  change in schema etc),,,EMPG
Database,Query related to t schema,,,EMPG
Database,Schema of instagram,,,EMPG
Database,Schema of instagram,,,EMPG
Database,"First, 2nd and 3rd form of normalization",,,EMPG
Database,Can there exist a situation where denormalization is required instead of normalization,,,EMPG
Database,Why normalization is necessary?,,,EMPG
Database,Normalization,,,EMPG
Database,Query to find the customer having maximum order in march,,Maria Rafique,EMPG
Database,Schema of an e-commerce website,,Maria Rafique,EMPG
Database,"What is indexing, it's types and why we use it?",,,EMPG
Database,Erd/schema,,,EMPG
Database,Indexing,,,EMPG
Database,"There is an 2d array (like maze) which have some blocked indexes ,you have to find path to  specific value k in array",,,Educative
Database,Input is an array. length of the array represents the count of sticks. each index represents the length of the sticks. return how many unique triangles can be formed using it side note: a triangle can only be formed when one length is  less n the sum of other two (c<a+b),,,Educative
Database,"What are ddl, dml, dql with example",,,Esketchers
Database,"Q6 write a query to display product name and category name where product id is 1. tables name are product, category and product category",,,Esketchers
Database,"Q7: design database of university its primary keys foreign keys of student, teachers and courses and also write usecases",,,Esketchers
Database,Normalization (advatages disadvantaged),,,Esketchers
Database,Sql injection,,,Esketchers
Database,"Use stored procedure, not dynamic sql.",,,Esketchers
Database,How to prevent sql injection,,,Esketchers
Database,"A successful sql injection attack can result in unauthorized access to sensitive data, such as passwords, credit card details, or personal user information.",,,Esketchers
Database,"Sql injection (sqli) is a cyberattack t injects malicious sql code into an application, allowing the attacker to view or modify a database.",,,Esketchers
Database,Th: sql injection attack:,,,Esketchers
Database,Greater overall database organization.,,,Esketchers
Database,Higher database security.,,,Esketchers
Database,More flexible database design.,,,Esketchers
Database,Benefits of data normalization,,,Esketchers
Database,Provides data consistency win the database.,,,Esketchers
Database,Moat expensive function in sql,,Mubarak Ahmad,Focusteck
Database,For database if you are familiar with mongo db to us ma sa bhi question pochay ga,,Mubarak Ahmad,Focusteck
Database,Shyd ye  k ek array hai jiske hr index pe next index ka address pra hwa hai..,,,Focusteck
Database,Oop dsa or database k..,,,Focusteck
Database,Iske bad db ma se groupby ka sawal poocha aur iski query likhwi,,,Focusteck
Database,Can you describe a time when you had to persuade someone to see ngs from your point of view?,,,General Questions
Database,"Db queries (outter join, sub query)",,,Hazelsoft
Database,"Inner join, left outer join queries",,,INNOVICSOFT
Database,Normalization in database,,,INNOVICSOFT
Database,Transaction kya hy,,,Ismi Technology
Database,Query likhwai usi mn sy 1,,,Ismi Technology
Database,Normalization 1st - 3rd form,,,NETSOL
Database,Database: one to may relationship,,,NETSOL
Database,Query optimization,,,NETSOL
Database,"Db (index's there advantages and disadvantages, diff b/w trigger and stored procedure)",,,NETSOL
Database,Sql: why indexing is used? benfit of indexing,,,NETSOL
Database,Sql: at which column index should be applied?,,,NETSOL
Database,Sql query to find names of emplyees of a specific department,,,Nestosh
Database,Why we use indexing?,,,OCloud Solutions
Database,"Given table, apply query",,,OCloud Solutions
Database,Transaction dependency,,,OCloud Solutions
Database,Sql query to fetch names of the department where greater number of employees work. if a department have same name number of employees  print names in alphabetical order,,,OCloud Solutions
